gratitude,admiration,curiosity,neutral,approval,confusion,annoyance,excitement,caring,relief,disappointment,joy,disgust,amusement,anger,disapproval,desire,surprise,remorse,love,optimism,grief,sadness,realization,embarrassment,fear,pride,nervousness
0.0004991327878087759,0.000973321555647999,0.00020521618716884404,0.9903743267059326,0.00018966906645800918,0.0006652613519690931,0.00017095346993301064,4.240480484440923e-05,0.0011436579516157508,5.430468081613071e-05,0.0001438550098100677,4.0758684917818755e-05,2.855173261195887e-05,5.814684845972806e-05,0.00034088283427990973,4.2544834286672994e-05,0.0004623103013727814,4.10411594202742e-05,0.00028015210409648716,4.8223959311144426e-05,0.0038605190347880125,0.00010321456647943705,6.752368062734604e-05,5.9238303947495297e-05,1.4294304492068477e-05,3.0181094189174473e-05,4.4838398025603965e-05,1.5472256563953124e-05
4.236651147948578e-05,0.00023769622202962637,2.688334643607959e-05,0.9977571368217468,0.0006685606786049902,8.273368439404294e-05,3.513325282256119e-05,4.910562711302191e-05,6.242410017875955e-05,7.12009796188795e-06,9.716852218843997e-05,4.159273885306902e-05,9.839979611570016e-06,8.968964539235458e-05,2.066466913674958e-05,6.304656562861055e-05,6.842817674623802e-05,1.0267744983138982e-05,0.00011253551201662049,2.87281654891558e-05,0.0002364669053349644,1.3038389624853153e-05,7.64209107728675e-05,0.0001220265548909083,5.160568889550632e-06,1.4517880117637105e-05,1.0497403309273068e-05,1.0792383363877889e-05
6.346244481392205e-05,0.0006783558055758476,4.332234675530344e-05,0.9936428070068359,0.0006932216347195208,0.00010905080853262916,0.00019582478853408247,0.000302349217236042,0.0003837260010186583,2.1625661247526295e-05,6.387680332409218e-05,0.00017939857207238674,0.00014018555521033704,0.000141019860166125,0.0020008310675621033,6.841833237558603e-05,7.795138662913814e-05,3.484994886093773e-05,0.00012167262320872396,0.00036846951115876436,0.000281736342003569,7.112380262697116e-05,9.020321886055171e-05,8.187001367332414e-05,1.2910367331642192e-05,3.301944161648862e-05,8.079236431512982e-05,1.7902420950122178e-05
7.348345388891175e-05,4.8794259782880545e-05,0.0006825538584962487,0.9665125608444214,0.02396925538778305,0.0003326538426335901,0.00024616208975203335,0.002713169902563095,0.0003334239008836448,6.713280890835449e-05,9.473530371906236e-05,0.0006240898510441184,5.380991206038743e-05,0.00015904624888207763,2.24427549255779e-05,7.456061575794592e-05,0.0010242605349048972,7.411822298308834e-05,5.987286567687988e-05,0.00017421859956812114,0.000407238956540823,7.832488336134702e-06,9.171112469630316e-05,0.0005055031506344676,1.570390486449469e-05,0.0002949823974631727,3.0513383535435423e-05,0.0013061724603176117
0.001092922524549067,0.0001642967836232856,0.00019218152738176286,0.9914372563362122,0.0006653023883700371,0.0005578464479185641,9.74873619270511e-05,0.0003948727680835873,0.0006720909150317311,3.7426310882437974e-05,0.00021288976131472737,0.0001376778818666935,4.138474469073117e-05,0.0005984288873150945,0.000169292907230556,2.4011869754758663e-05,0.0002490659535396844,6.501234747702256e-05,0.0006906725466251373,0.000232483129366301,0.00040162261575460434,0.0001085307085304521,0.00042511531501077116,0.00018483785970602185,4.444145451998338e-05,0.0005893676425330341,5.653845801134594e-05,0.00045692367712035775
3.029502295248676e-05,0.00018284894758835435,2.9280452508828603e-05,0.9978113770484924,0.0005057508242316544,9.775305807124823e-05,6.38698402326554e-05,1.811213223845698e-05,0.00015065666229929775,8.959188562585041e-06,0.00011345827078912407,2.272383244417142e-05,9.985665201384109e-06,3.8907437556190416e-05,2.757959191512782e-05,5.344042074284516e-05,8.163975871866569e-05,8.27210988063598e-06,9.204671368934214e-05,3.585928425309248e-05,0.00039586288039572537,1.3522913832275663e-05,7.697402907069772e-05,8.746155072003603e-05,4.256436568539357e-06,2.0116234736633487e-05,6.991811460466124e-06,1.1967324098804966e-05
0.00010189246677327901,0.000532020756509155,5.5647906265221536e-05,0.9965315461158752,0.00016120800864882767,0.0003842899459414184,0.00013761580339632928,1.6551788576180115e-05,0.00021494778047781438,1.922842966450844e-05,0.00016544238314963877,1.624925971555058e-05,3.2507803553016856e-05,5.912654523854144e-05,0.0003173633886035532,5.4250376706477255e-05,8.73136377776973e-05,2.5080727937165648e-05,0.00010809541709022596,2.9520180760300718e-05,0.0006854173261672258,5.610254447674379e-05,7.073619053699076e-05,7.921896758489311e-05,1.063378294929862e-05,1.5765912394272164e-05,2.2490474293590523e-05,9.757904081197921e-06
0.00014658646250609308,0.0017024585977196693,8.931370393838733e-05,0.9941350817680359,0.0002441250253468752,0.0003835108655039221,0.00025733569054864347,2.938023862952832e-05,0.0003423559828661382,4.1964576666941866e-05,0.00012313883053138852,2.187503378081601e-05,4.375004937173799e-05,5.966763637843542e-05,0.0007106520351953804,4.63876458525192e-05,0.0001428533432772383,3.153079887852073e-05,0.00011003808322129771,2.977337862830609e-05,0.0010159225203096867,6.049922012607567e-05,4.776075002155267e-05,5.855956260347739e-05,1.3910494999436196e-05,2.982686237373855e-05,6.874269456602633e-05,1.3059926459391136e-05
0.08573981374502182,0.7747105360031128,0.007472319528460503,0.002957615302875638,0.0061620306223630905,0.0013454202562570572,0.00021442522120196372,0.04161227494478226,0.0012071143137291074,0.010961408726871014,0.0002846241113729775,0.000776121742092073,0.002298171864822507,0.00022455802536569536,0.0003527474473230541,0.0008213655091822147,0.0014092219062149525,0.025272302329540253,0.00034627868444658816,6.0318972828099504e-05,0.03175371512770653,0.000654821575153619,2.2084908778197132e-05,0.0003388801997061819,0.000598384125623852,0.0007225892622955143,0.0015910177025943995,8.993836672743782e-05
1.856209746620152e-05,9.963837510440499e-05,0.00016101542860269547,0.9953847527503967,0.001726946677081287,0.0002592183300293982,0.00018713061581365764,8.169067587004974e-05,0.0004579590167850256,1.299444556934759e-05,0.00011071116750827059,2.2734689991921186e-05,3.0262588552432135e-05,4.751914457301609e-05,0.0002831052988767624,2.046931149379816e-05,8.473757043248042e-05,1.899474773381371e-05,0.00022074877051636577,0.00011337809701217338,0.00015836680540814996,1.641215931158513e-05,0.00019885861547663808,9.165278606815264e-05,1.0832359293999616e-05,9.399948612553999e-05,1.3025177395320497e-05,7.42621996323578e-05
1.782648359949235e-05,0.00024941269657574594,0.00011073946370743215,0.9954408407211304,0.0007706249016337097,0.00027588519151322544,0.00014724532957188785,3.7212619645288214e-05,0.0002403385005891323,9.814533768803813e-06,0.00021078907593619078,1.4364773960551247e-05,6.164031947264448e-05,4.323888060753234e-05,0.0006208631675690413,5.313656583894044e-05,7.651781925233081e-05,2.779873466352001e-05,0.00011988325422862545,0.0003216605691704899,0.00036607979563996196,4.706745676230639e-05,0.00037272379267960787,0.00010989748261636123,1.3806855349685065e-05,0.00017912003386300057,9.982152732845861e-06,5.1507377065718174e-05
0.00012469373177736998,0.002810173435136676,3.3241783967241645e-05,0.9895434379577637,0.002665681764483452,0.0002870570169761777,0.00011105105659225956,7.953918247949332e-05,7.158707740018144e-05,5.999525455990806e-05,0.00011703184281941503,4.505859760683961e-05,6.062308602849953e-05,5.759160194429569e-05,0.0009077879949472845,0.0001175073703052476,3.9284172089537606e-05,3.41809427482076e-05,0.00013437103189062327,7.054144225548953e-05,0.001173854572698474,0.00016802996105980128,7.948096026666462e-05,0.0007875491864979267,1.273424641112797e-05,2.0288845917093568e-05,0.0003696921921800822,1.790608985174913e-05
3.0630926630692557e-05,0.0002040221297647804,1.1188528333150316e-05,0.9157020449638367,0.0102316215634346,7.603230187669396e-05,0.00023243686882779002,0.0002141031000064686,3.440103682805784e-05,4.396557415020652e-05,0.0007600798853673041,0.00022929988335818052,9.183736983686686e-05,0.0002918410173151642,1.9265235096099786e-05,0.0003105999203398824,2.6761063054436818e-05,0.00011233663826715201,8.44904498080723e-05,4.76202076242771e-05,0.00010198241943726316,3.0009581678314134e-05,0.00034694295027293265,0.07039018720388412,3.612955333665013e-05,8.263553900178522e-05,8.649985829833895e-05,0.00017105670121964067
0.0006729346350766718,0.0008165552862919867,0.00020187642076052725,0.8134662508964539,0.0012469775974750519,0.0005285463412292302,0.001991170458495617,0.0001334137050434947,0.04292892664670944,9.13089097593911e-05,0.0046841176226735115,9.08540896489285e-05,0.00019178111688233912,0.00016241286357399076,0.003955116495490074,0.0006683548563160002,0.00028559580096043646,4.2595369450282305e-05,0.1023520678281784,0.0011122936848551035,0.0010161871323361993,0.0016637201188132167,0.01843886449933052,0.0006434408714994788,0.00018163603090215474,0.0021283035166561604,0.00011197926505701616,0.00019272406643722206
0.00014260153693612665,0.0008520769188180566,4.3359857954783365e-05,0.0012057173298671842,0.0006070306990295649,0.0003648135461844504,0.0015658079646527767,0.00014014137559570372,1.86437027878128e-05,0.0022076170425862074,0.001197728211991489,0.00015504189650528133,0.00360835250467062,0.0003913545806426555,0.0020472488831728697,0.0009609113913029432,0.00013206384028308094,0.0008475182694382966,0.0022151817101985216,7.682322029722854e-05,0.0008876762585714459,0.0004424466169439256,7.080695650074631e-05,0.09035945683717728,0.2218220829963684,6.529035454150289e-05,0.6672289967536926,0.0003432714438531548
0.00010426882363390177,0.0007302777958102524,0.00010608125739963725,0.8646638989448547,0.000453793938504532,0.00016671170305926353,0.002334930934011936,9.837623656494543e-05,0.0014812842709943652,3.302080222056247e-05,0.006142443511635065,0.00013282534200698137,0.0017679298762232065,0.0005128695047460496,0.002626825822517276,0.00031021624454297125,0.0021382500417530537,0.0001602374977665022,0.003675582120195031,0.0012728876899927855,0.0061068725772202015,0.005085560027509928,0.09365563094615936,0.0041910381987690926,0.0001988913572859019,0.0013477166648954153,0.0001911652652779594,0.00031042503542266786
0.00016920416965149343,0.00012098797014914453,0.00027979741571471095,0.0014994662487879395,0.0008060113759711385,0.0007893535657785833,0.011312342248857021,0.0005519590922631323,0.043669700622558594,0.0006442731246352196,0.005196977872401476,0.0016565525438636541,0.001203493564389646,0.000512083584908396,0.03230319544672966,0.0005365290562622249,0.0017908844165503979,0.0003742826811503619,0.0012572555569931865,0.36060506105422974,0.005321738310158253,0.0044186972081661224,0.01745348423719406,0.005701779387891293,0.0020036851055920124,0.45522886514663696,0.0006682773237116635,0.04392397403717041
3.94115959352348e-05,0.00024583408958278596,4.767466089106165e-05,0.9977607727050781,0.0004860707849729806,0.00013236295490060002,3.795562224695459e-05,4.959683428751305e-05,3.642044248408638e-05,1.0426941116747912e-05,5.706274532712996e-05,2.5029155949596316e-05,1.9653854906209745e-05,0.00020734443387482315,1.9383836843189783e-05,3.4294491342734545e-05,8.210244413930923e-05,2.2924650693312287e-05,6.501356983790174e-05,1.2639951819437556e-05,0.0004057148762512952,1.1829861250589602e-05,4.0436963899992406e-05,8.27743933768943e-05,1.1955185073020402e-05,2.1308092982508242e-05,1.7156167814391665e-05,1.683189839241095e-05
4.2253624997101724e-05,4.848515527555719e-05,0.00036246306262910366,0.9921250939369202,0.004830631427466869,0.00020717433653771877,0.00033857280504889786,0.00029838766204193234,0.00010597021173452958,3.1693831260781735e-05,7.269409979926422e-05,5.3324820328271016e-05,3.6264871596358716e-05,0.00021375993674155325,2.898321872635279e-05,9.664076787885278e-05,0.00020495429635047913,1.5380663171526976e-05,9.986083750845864e-05,2.241750007669907e-05,0.00021487075719051063,1.7823131202021614e-06,2.972083348140586e-05,8.238971349783242e-05,5.402692477218807e-05,6.398685945896432e-05,2.744392622844316e-05,0.00029076781356707215
6.0254151321714744e-05,0.00019889588293153793,3.348982136230916e-05,0.9297186732292175,0.008275439962744713,6.468588253483176e-05,0.0005344378296285868,5.109832636662759e-05,7.063064549583942e-05,1.652031460253056e-05,0.0011878801742568612,4.904732486465946e-05,0.00022337527479976416,0.00010901568020926788,0.00011410089064156637,0.05552252009510994,0.00010348048817832023,1.9650678950711153e-05,9.53893395490013e-05,7.592600741190836e-05,0.00018315915076527745,2.9217362680356018e-05,0.0005873761256225407,0.0025466857478022575,1.727631206449587e-05,6.0106707678642124e-05,1.1178758541063871e-05,4.0497034206055105e-05
0.0001735121477395296,9.136397420661524e-05,0.0004996251664124429,0.844077467918396,0.0038446378894150257,0.001255935407243669,0.006362625863403082,0.00026716728461906314,2.246042640763335e-05,3.7420781154651195e-05,0.0005034998757764697,0.0011692970292642713,0.0013417542213574052,0.13285839557647705,0.00026672406238503754,0.0007984099211171269,0.00014887197175994515,0.0001246444007847458,9.433450031792745e-05,3.80349883926101e-05,0.0011663400800898671,1.2231499567860737e-05,0.00023890209558885545,0.003859827062115073,0.0003308813611511141,4.658669058699161e-05,0.00010098777420353144,0.0002681096375454217
2.7235968445893377e-05,0.0001023167569655925,5.1196813728893176e-05,0.9959398508071899,0.00024266706896014512,0.00010988695430569351,0.0003214037569705397,2.524610135878902e-05,0.0001784280757419765,1.0381561878602952e-05,8.581796282669529e-05,9.660566865932196e-05,0.00017785081581678241,0.0017227712087333202,0.00011255102435825393,0.0001223492727149278,3.1586503610014915e-05,1.0300310350430664e-05,0.00010900987399509177,2.146316910511814e-05,6.014920290908776e-05,1.805598549253773e-05,0.00023164773301687092,6.41120204818435e-05,2.7733209208236076e-05,5.950947888777591e-05,1.4787349755351897e-05,2.5088245820370503e-05
0.00012750329915434122,0.0008167903288267553,4.93248735438101e-05,0.7746997475624084,0.18137426674365997,0.00013606142601929605,0.00010310133075108752,0.0004061432264279574,0.000277428247500211,0.0004117548814974725,0.00038416104507632554,0.00021373423805925995,4.2950137867592275e-05,0.00010191687033511698,4.766541314893402e-05,0.00020521634723991156,2.9509545129258186e-05,0.00017736281733959913,0.00019363862520549446,5.5645257816649973e-05,0.0015359219396486878,0.00012859172420576215,0.00019583488756325096,0.03780275955796242,2.37971507885959e-05,7.48866586945951e-05,0.00015686749247834086,0.00022737812832929194
9.023524035001174e-05,0.0021195209119468927,1.597403024788946e-05,0.9896029829978943,0.0015701178926974535,4.241790884407237e-05,0.0001167494774563238,6.964026397326961e-05,0.00010758615098893642,1.4969819858379196e-05,0.0005900718970224261,3.7781166611239314e-05,7.896238093962893e-05,0.00012591945414897054,0.00011647433711914346,0.003099137218669057,2.1574247512035072e-05,4.228442412568256e-05,0.000210160666028969,8.545362652512267e-05,0.00031485583167523146,0.00011310104309814051,0.0002627554931677878,0.001055973581969738,1.8407523384667e-05,4.8078894906211644e-05,1.8571934560895897e-05,1.0281065442541149e-05
1.0679717888706364e-05,7.132713653845713e-05,4.482880831346847e-05,0.9964912533760071,0.0002548420161474496,0.0004830428515560925,0.0003475769772194326,8.179197720892262e-06,5.499820690602064e-05,6.483286142611178e-06,0.0002953218063339591,1.4704470231663436e-05,6.424228922696784e-05,0.00015341931430157274,0.00017131409549620003,4.658364923670888e-05,3.422838926780969e-05,1.0058293810288887e-05,0.00018280463700648397,4.738447387353517e-05,0.0001486488908994943,2.0547995518427342e-05,0.0005268289241939783,0.00024084161850623786,2.5318347979919054e-05,0.00016784312902018428,2.115606730512809e-05,5.548202898353338e-05
0.00023816117027308792,0.002281671855598688,0.00015119716408662498,0.8739396929740906,0.0026503847911953926,0.001274457317776978,0.0003997849707957357,3.408088377909735e-05,0.050131551921367645,0.00037554747541435063,0.0006920479936525226,7.169578020693734e-05,0.00013002564082853496,6.223900709301233e-05,0.0036014874931424856,0.0003914350818376988,0.00032696325797587633,0.00012494561087805778,0.0011526017915457487,0.00024494584067724645,0.0564991794526577,0.0020610305946320295,0.0008144906023517251,0.0016339195426553488,3.7036705180071294e-05,0.0005107439938001335,8.799249917501584e-05,8.068802708294243e-05
2.0794246665900573e-05,0.00019103297381661832,2.7138379664393142e-05,0.9911114573478699,0.0009225302492268384,8.866700227372348e-05,0.0005929472972638905,1.9758546841330826e-05,0.00023228443751577288,2.0078601664863527e-05,0.0005070684710517526,2.3627460905117914e-05,0.00015000958228483796,0.0002262475318275392,0.000583220215048641,0.0001038433110807091,5.27598567714449e-05,9.36839478526963e-06,0.0006431923247873783,5.966729440842755e-05,0.0004074751923326403,8.728977991268039e-05,0.002656742697581649,0.00038922287058085203,5.597232302534394e-05,0.0005858357762917876,7.378523878287524e-05,0.00015797170635778457
0.0011532289208844304,0.0033714440651237965,0.0076672895811498165,0.7703819870948792,0.056895408779382706,0.005437251180410385,0.01231886725872755,0.0004180319083388895,0.00027201828197576106,0.00023961937404237688,0.0009886546758934855,0.0001613269851077348,0.000432065746281296,0.0009130547987297177,0.0969039648771286,0.0007779884617775679,0.005532911047339439,0.00014443420513998717,0.0019940726924687624,0.0004231168713886291,0.025812866166234016,0.0005748418625444174,0.0019105280516669154,0.0007288284250535071,0.00016839336603879929,0.00014658551663160324,0.0038510116282850504,0.000380234356271103
